SQM,Bedrooms,HasYard,HasPool,Floors,SuburbType,NumPrevOwners,Made,HasStormProtector,Basement,Attic,Garages,HasStorageRoom,LivingRooms,Price
10000,2,No,Yes,2,Upper Class,10,2004,Yes,7958,820,2,No,1,1986741.85
10000,3,No,Yes,1,Middle Class,4,1990,No,5205,2080,2,Yes,2,1987051.5
10000,2,No,No,1,Exclusive,4,2010,Yes,2492,9225,2,Yes,2,1988769.7
10000,4,No,No,1,Middle Class,5,1994,Yes,4987,4315,1,No,1,1989712.85
10000,4,Yes,No,2,Middle Class,5,2001,No,314,3994,0,No,2,1991051.6
10000,5,Yes,Yes,2,Upper Class,1,1996,No,4786,5622,1,No,1,1994839.65
10000,2,Yes,Yes,2,Middle Class,4,1995,Yes,4950,9245,2,Yes,2,2001683.9
10000,4,Yes,Yes,2,Working Class,4,2011,Yes,7730,2237,2,No,2,2006379.55
10000,4,No,Yes,2,Upper Class,2,2012,No,6296,6951,2,No,2,2010290.75
10000,5,Yes,Yes,2,Middle Class,7,2008,Yes,3178,8414,2,Yes,1,2011639.95
10000,1,Yes,No,1,Middle Class,7,1991,Yes,9650,3097,1,No,2,2014119.8
10000,2,Yes,No,1,Middle Class,1,1992,No,2929,7491,1,No,2,2015484.85
10000,5,Yes,Yes,1,Exclusive,3,2016,Yes,8673,5030,2,No,2,2015752.6
10000,5,Yes,No,1,Middle Class,6,1992,Yes,2672,3488,2,No,1,2018134.15
10000,3,No,No,1,Middle Class,4,2014,Yes,57,7754,2,Yes,2,2018329.6
10000,5,No,Yes,1,Upper Class,8,2017,Yes,7951,8257,2,Yes,1,2018634.55
10000,5,No,Yes,1,Upper Class,8,2019,No,9290,2218,1,No,2,2021295.05
10000,3,Yes,No,2,Middle Class,7,1992,Yes,4387,4757,1,Yes,2,2025633.8
10000,1,Yes,No,1,Upper Class,2,2001,Yes,9361,6799,1,Yes,2,2030745.9
10000,3,Yes,Yes,2,Middle Class,7,2014,Yes,7573,8826,2,Yes,1,2032388.35
10000,1,No,Yes,1,Working Class,7,1992,No,5815,5817,2,No,2,2037262.15
10000,4,No,Yes,2,Working Class,8,2004,Yes,8466,5308,1,No,1,2042976.4
10000,1,Yes,Yes,2,Upper Class,2,2007,No,4949,5811,,Yes,2,2046207
10000,2,Yes,Yes,2,Middle Class,3,2010,No,2318,259,1,No,2,2047220.75
10000,4,Yes,No,1,Exclusive,4,2009,Yes,4835,2461,1,No,1,2050111.5
10000,1,Yes,Yes,1,Exclusive,10,1995,Yes,7508,4856,2,No,1,2050287.1
10000,5,No,No,1,Working Class,7,2012,Yes,5937,2755,1,Yes,2,2050946.55
10000,1,Yes,No,2,Exclusive,1,2005,No,1713,5342,1,Yes,1,2052695.25
10000,2,No,No,1,Middle Class,9,2021,Yes,1225,9699,2,No,1,2052920.65
10000,3,No,No,2,Working Class,9,2014,No,4961,1343,1,No,2,2053859.9
10000,4,No,No,2,Exclusive,10,2019,Yes,9668,8748,1,Yes,1,2056957.85
10000,5,No,Yes,2,Middle Class,6,1991,No,8604,6303,1,No,2,2057297.5
10000,5,No,Yes,2,Middle Class,1,2005,No,2740,5630,1,Yes,2,2058987.75
10000,4,Yes,Yes,1,Working Class,4,2021,Yes,5579,2468,1,No,2,2063016.45
10000,5,No,No,2,Exclusive,9,2001,Yes,1648,3165,2,No,1,2066461.05
10000,1,No,Yes,2,Middle Class,1,2010,No,7224,3558,2,Yes,1,2067111.8
10000,2,Yes,Yes,2,Working Class,8,2003,Yes,1941,3466,1,Yes,2,2068007.65
10000,5,No,Yes,1,Upper Class,6,2019,No,1618,5529,2,No,2,2069032
10000,3,No,No,2,Middle Class,6,1990,Yes,4081,5159,2,Yes,1,2070158.8
10000,1,No,Yes,2,Middle Class,3,2016,No,6985,6031,2,No,1,2070733.4
10000,4,No,Yes,2,Exclusive,1,2012,Yes,6047,8033,0,Yes,2,2072580.2
10000,3,No,Yes,2,Middle Class,8,2021,No,3371,1804,1,Yes,1,2073556
10000,2,No,Yes,1,Exclusive,3,1994,No,1987,8326,1,No,1,2073946.2
10000,2,Yes,Yes,1,Exclusive,4,2011,Yes,7546,2949,1,No,1,2074701.65
10000,3,Yes,No,2,Middle Class,5,2009,Yes,7805,5939,0,Yes,1,2080045.55
10000,5,Yes,No,1,Working Class,1,1998,Yes,5071,7075,2,No,2,2085535.9
10000,1,No,Yes,2,Middle Class,9,2002,Yes,2918,9512,1,No,2,2086523.05
10000,4,Yes,Yes,1,Working Class,1,2013,No,7932,8752,0,No,2,2088773.3
10000,2,Yes,Yes,2,Middle Class,9,2008,No,53,220,2,No,2,2090458.85
10000,1,No,Yes,2,Middle Class,1,1990,No,2561,3618,2,Yes,1,2093033.9
10000,5,Yes,No,2,Exclusive,2,2018,No,4113,1101,1,No,2,2095769.1
10000,4,No,Yes,1,Exclusive,1,2012,Yes,2261,8688,0,No,2,2095968.3
10000,3,Yes,No,1,Exclusive,8,1998,Yes,3152,3491,1,No,2,2096129.1
10000,2,Yes,No,1,Working Class,3,2015,Yes,5275,5429,2,No,1,2102910.3
10000,4,Yes,Yes,1,Middle Class,10,2010,No,2324,8987,1,Yes,1,2105309.05
10000,1,Yes,Yes,1,Upper Class,10,1998,No,9256,8714,2,No,1,2105610.75
10000,1,No,No,1,Middle Class,4,1992,Yes,1627,465,1,No,1,2109076.1
10000,4,No,No,1,Middle Class,4,1994,No,5740,3187,1,Yes,1,2111428.65
10000,5,No,No,2,Working Class,7,2004,No,899,766,2,No,2,2112196.15
10000,1,Yes,No,1,Middle Class,2,2003,Yes,7963,4528,0,No,1,2114006.95
10000,2,Yes,Yes,1,Working Class,7,2018,No,2408,1292,2,Yes,2,2115448.4
10000,2,Yes,Yes,2,Exclusive,5,2012,No,351,7554,1,Yes,1,2119252.45
10000,4,Yes,No,1,Working Class,1,2015,No,5844,4576,1,Yes,1,2120655.4
10000,3,No,Yes,1,Working Class,4,1998,No,7339,7122,2,Yes,1,2123729.05
10000,3,No,No,2,Working Class,9,2003,No,5122,9210,1,No,1,2126127.05
10000,3,Yes,Yes,1,Middle Class,6,1999,No,9855,1400,2,Yes,1,2127046.4
10000,3,No,No,2,Working Class,2,2018,No,4450,8,1,Yes,2,2133836.05
10000,2,No,No,1,Working Class,4,2009,Yes,7193,9095,2,Yes,2,2144165.4
10000,4,No,Yes,2,Exclusive,1,1996,No,927,579,2,No,1,2150711.3
10000,5,Yes,No,1,Exclusive,9,2003,No,5944,3850,2,Yes,2,2151470.1
10000,2,No,No,1,Middle Class,6,2021,No,4070,8862,2,Yes,2,2153452.1
10000,4,No,Yes,1,Working Class,7,1991,No,1102,8896,1,Yes,1,2160318.8
10000,2,Yes,No,2,Middle Class,8,1991,Yes,3549,4686,1,No,2,2163423.05
10000,1,No,Yes,1,Exclusive,10,1994,No,342,8678,2,Yes,2,2167489.65
10000,5,No,Yes,2,Middle Class,6,1993,Yes,7414,6075,2,Yes,1,2172125.95
10000,5,No,No,1,Upper Class,9,1999,Yes,9242,1118,2,No,1,2173619
10000,5,Yes,No,2,Exclusive,4,2007,Yes,8277,4204,2,No,2,2174661
10000,3,No,No,1,Exclusive,8,2003,No,2356,1865,2,Yes,1,2175248.9
10000,1,Yes,Yes,2,Working Class,1,2000,Yes,4811,43,1,Yes,1,2176441
10000,5,Yes,Yes,1,Upper Class,10,2015,Yes,8290,7290,2,No,1,2179727.25
10000,1,Yes,No,1,Middle Class,1,2008,Yes,3641,7340,1,No,1,2182020.5
10000,1,Yes,Yes,1,Working Class,9,2014,No,7170,1020,1,Yes,2,2182688.9
10000,5,Yes,No,1,Middle Class,10,1998,Yes,9287,4979,1,No,1,2182715.85
10000,1,No,No,2,Middle Class,8,2020,Yes,2116,6349,2,No,1,2183118.25
10000,1,Yes,No,1,Working Class,3,2014,Yes,1832,6736,2,No,1,2187816.2
10000,5,Yes,Yes,1,Middle Class,9,2016,No,173,6306,0,No,2,2189351.15
10000,5,Yes,Yes,1,Exclusive,7,1996,Yes,4044,4557,2,Yes,1,2191689.35
10000,1,No,Yes,1,Middle Class,3,2018,Yes,2174,3981,2,Yes,1,2193685.35
10000,1,Yes,No,2,Middle Class,9,1997,No,5619,9872,2,No,1,2194164.65
10000,3,Yes,No,1,Upper Class,9,2001,Yes,2466,2087,2,Yes,1,2194802
10000,1,Yes,No,1,Middle Class,5,2012,No,3097,641,1,No,2,2195770.05
10000,2,No,No,1,Upper Class,4,2007,Yes,1776,134,1,Yes,1,2196959
10000,5,Yes,No,1,Exclusive,3,2011,No,3985,7611,2,Yes,2,2203048.85
10000,4,Yes,Yes,2,Exclusive,8,2005,Yes,7434,6089,2,No,2,2210200.2
10000,5,Yes,Yes,1,Exclusive,8,1997,No,2495,4787,1,Yes,2,2212909.45
10000,1,No,No,1,Upper Class,5,2012,No,7273,4065,2,No,1,2213042.1
10000,4,No,Yes,1,Middle Class,1,2004,Yes,5401,6744,2,Yes,1,2215435.95
10000,3,Yes,No,1,Working Class,5,2000,No,779,9037,1,No,2,2217116.85
10000,1,Yes,No,2,Working Class,10,1997,No,,2892,2,No,1,2217185.95
10000,3,No,Yes,2,Middle Class,1,2015,No,6239,8870,0,No,2,2218406.55
10000,3,Yes,Yes,1,Middle Class,3,1990,No,4408,3138,2,No,1,2226170.2
10000,4,No,No,1,Working Class,5,1991,Yes,8295,2754,0,Yes,1,2227418.85
10000,3,Yes,No,2,Working Class,2,2016,Yes,8758,1125,1,No,1,2228654.2
10000,3,No,Yes,2,Working Class,3,2014,No,5865,7112,1,Yes,1,2231539.25
10000,5,Yes,Yes,1,Exclusive,5,2008,No,4716,3046,2,Yes,1,2235461.6
10000,2,No,No,1,Middle Class,8,2007,No,1790,9325,1,No,2,2236916.1
10000,4,Yes,No,1,Middle Class,8,2006,No,3865,1094,1,Yes,1,2240199.75
10000,3,Yes,No,2,Upper Class,6,2019,Yes,8933,8978,1,No,1,2241503.5
10000,4,Yes,Yes,1,Middle Class,3,2013,No,781,7703,2,Yes,2,2244711.15
10000,4,No,No,1,Exclusive,10,1994,No,7745,8737,0,No,1,2244719.85
10000,2,No,No,1,Exclusive,9,2008,No,6869,2306,1,Yes,1,2245363.85
10000,2,No,Yes,1,Working Class,6,1997,Yes,7187,2578,1,Yes,2,2246623.5
10000,3,No,No,2,Upper Class,8,1997,Yes,1166,6357,0,Yes,1,2246679.65
10000,2,Yes,No,2,Middle Class,9,1991,No,7149,9296,1,Yes,1,2248778
10000,1,No,No,1,Working Class,2,1996,Yes,3760,1522,1,No,2,2252032.2
10000,2,No,No,1,Middle Class,1,2013,No,8449,5306,2,No,2,2253024.7
10000,1,Yes,No,2,Working Class,5,2009,No,8147,3620,2,No,1,2266723.05
10000,2,Yes,Yes,1,Middle Class,10,2002,No,4439,5767,2,Yes,1,2271486.45
10000,3,Yes,No,2,Middle Class,10,2009,No,6401,6536,1,No,2,2271918.7
10000,3,Yes,Yes,2,Middle Class,1,1994,Yes,4976,5724,1,No,1,2278679.45
10000,3,No,No,1,Middle Class,4,2004,No,6788,8968,1,No,2,2287539.65
10000,1,Yes,No,1,Middle Class,1,2015,Yes,6838,9438,2,Yes,2,2297051.95
10000,5,Yes,No,1,Middle Class,4,2018,No,4946,8898,0,Yes,2,2297327.2
10000,2,Yes,No,2,Middle Class,3,1994,Yes,6444,8319,1,Yes,2,2301293.65
10000,4,Yes,Yes,2,Middle Class,9,1997,Yes,823,7919,2,Yes,2,2302480.4
10000,1,No,Yes,1,Middle Class,9,2010,Yes,5450,4963,2,No,2,2307068.05
10000,5,No,Yes,1,Middle Class,7,1990,No,9184,1503,2,No,2,2309912.25
10000,2,Yes,No,1,Exclusive,3,2021,Yes,5264,6618,1,Yes,1,2312045.2
10000,3,No,No,2,Middle Class,10,2006,Yes,7438,7970,2,Yes,2,2312134.15
10000,3,Yes,No,2,Middle Class,3,2000,Yes,8572,8015,1,No,2,2312332.8
10000,5,Yes,No,1,Working Class,8,2008,Yes,4534,2836,1,No,1,2313749.35
10000,1,No,No,1,Middle Class,10,2018,Yes,2898,7505,0,No,2,2319402.75
10000,3,No,No,2,Upper Class,6,2008,Yes,7262,950,1,No,1,2320579.7
10000,3,No,No,1,Middle Class,9,2006,No,4555,9453,2,Yes,2,2323071.55
10000,5,Yes,Yes,1,Middle Class,1,2005,Yes,4842,4625,1,Yes,1,2328998.15
10000,3,No,No,2,Working Class,5,2002,No,1101,8529,2,Yes,1,2331410.5
10000,5,Yes,Yes,2,Middle Class,8,2001,No,193,7414,2,Yes,1,2331697.45
10000,5,No,No,2,Middle Class,5,1998,Yes,3817,4038,1,No,1,2346874.9
10000,5,No,No,1,Exclusive,3,2015,No,6558,3404,0,No,2,2351366.05
10000,5,Yes,Yes,2,Middle Class,9,2006,No,4137,7384,1,Yes,2,2351498.15
10000,3,No,No,2,Working Class,9,2010,No,2142,6254,2,No,2,2352350.85
10000,3,No,No,1,Exclusive,10,1991,Yes,2787,5175,2,No,1,2353704.85
10000,1,Yes,No,1,Exclusive,4,2013,No,691,8302,2,No,1,2355145.5
10000,5,No,Yes,2,Exclusive,1,1998,Yes,3792,3120,1,No,2,2355413.65
10000,2,No,Yes,1,Middle Class,8,1995,No,6319,5112,2,Yes,2,2358933.95
10000,3,No,No,1,Exclusive,1,2009,Yes,9660,5182,1,No,2,2359513.15
10000,3,Yes,No,1,Working Class,4,2020,Yes,3506,3320,0,Yes,2,2364443
10000,1,No,Yes,1,Exclusive,3,1996,No,4330,4183,1,Yes,2,2364451.9
10000,4,No,No,1,Working Class,5,2018,Yes,7731,4629,2,No,2,2368692.65
10000,4,No,Yes,1,Working Class,2,2014,Yes,3606,5244,1,No,2,2380806
10000,2,Yes,No,1,Upper Class,7,1994,No,7053,1109,2,Yes,1,2381793.05
10000,4,Yes,Yes,1,Exclusive,6,1993,No,6177,8606,2,No,1,2383218.6
10000,1,Yes,No,1,Upper Class,4,2016,Yes,8790,633,2,Yes,1,2384186.3
10000,2,No,No,1,Exclusive,1,2014,Yes,3572,9660,0,Yes,2,2384388.05
10000,3,Yes,No,2,Upper Class,4,2001,Yes,6221,1882,2,Yes,1,2385804.35
10000,4,Yes,No,2,Exclusive,3,2015,No,9288,9682,2,Yes,2,2400711.55
10000,2,No,No,1,Exclusive,8,2011,Yes,9676,5442,1,Yes,1,2404996.9
10000,2,No,No,1,Middle Class,1,1992,Yes,3816,4685,1,No,2,2408257.9
10000,1,Yes,Yes,1,Exclusive,1,2005,Yes,9415,7629,1,No,2,2408775.45
10000,3,Yes,Yes,1,Upper Class,4,2013,No,5051,8101,1,Yes,1,2409437.45
10000,4,No,Yes,1,Middle Class,4,2019,Yes,9342,5719,1,Yes,1,2410959.35
10000,2,Yes,Yes,2,Upper Class,10,2002,Yes,6994,4977,0,No,1,2412260.6
10000,3,Yes,Yes,1,Middle Class,8,2018,Yes,1318,6318,1,No,1,2415253.75
10000,4,No,No,2,Upper Class,9,2016,Yes,3579,7867,2,Yes,2,2416802.35
10000,1,No,No,1,Upper Class,6,2005,Yes,1158,4394,2,Yes,2,2422075
10000,2,No,No,2,Upper Class,1,2020,Yes,4966,3537,2,No,2,2423356.5
10000,1,Yes,No,1,Middle Class,3,2004,Yes,4944,3082,1,Yes,2,2423655.35
10000,4,No,No,1,Exclusive,10,2012,Yes,2551,1704,1,Yes,1,2430115.05
10000,5,No,Yes,1,Exclusive,3,2019,No,8657,5203,1,Yes,2,2432222.9
10000,4,Yes,No,1,Exclusive,5,1991,Yes,1069,3823,2,No,2,2436711.55
10000,1,Yes,No,2,Middle Class,9,2008,No,2142,7722,2,Yes,1,2438662.4
10000,2,Yes,No,2,Middle Class,10,2021,No,9423,356,2,Yes,1,2441548.55
10000,4,No,Yes,1,Working Class,7,2020,Yes,2257,4133,1,No,1,2442175
10000,5,No,Yes,2,Working Class,3,2006,Yes,5217,1186,2,Yes,2,2442295.6
10000,5,Yes,Yes,1,Upper Class,4,2015,No,8873,973,2,Yes,1,2443521.25
10000,5,No,No,1,Working Class,3,1999,Yes,6738,3717,1,No,1,2444138.6
10000,2,No,No,1,Working Class,9,1994,No,5511,1832,1,Yes,2,2444779.65
10000,4,Yes,Yes,1,Middle Class,7,2008,Yes,2199,8963,2,Yes,1,2446180.45
10000,1,Yes,No,2,Middle Class,8,1996,No,9727,2772,2,Yes,2,2447638.5
10000,2,Yes,No,2,Upper Class,7,2017,No,3023,3403,2,Yes,1,2448289
10000,5,Yes,No,2,Middle Class,5,2018,No,9426,8113,1,No,2,2449385.75
10000,4,Yes,No,1,Upper Class,9,2021,Yes,7059,6277,2,Yes,1,2454630.05
10000,5,Yes,No,1,Middle Class,5,2006,No,1284,4436,2,No,2,2455161.5
10000,5,No,Yes,2,Working Class,3,1999,Yes,8075,6435,2,Yes,1,2457294.8
10000,5,No,Yes,1,Exclusive,7,1992,No,7110,8941,1,No,2,2462287.3
10000,2,No,Yes,1,Middle Class,6,1995,Yes,2211,1892,1,No,1,2472727.25
10000,1,No,Yes,2,Working Class,4,2002,No,2334,3108,1,No,2,2474619.45
10000,5,Yes,No,1,Upper Class,1,2009,No,7593,2586,1,Yes,2,2475452.15
10000,4,No,Yes,2,Working Class,8,2002,Yes,950,5553,1,Yes,1,2477682.75
10000,2,Yes,No,1,Upper Class,10,2002,Yes,262,6820,1,No,1,2483678.35
10000,5,Yes,Yes,1,Exclusive,2,2010,Yes,6449,5162,1,No,2,2487583
10000,2,Yes,No,2,Middle Class,7,2003,Yes,3157,6328,2,No,2,2493722.5
10000,5,No,Yes,1,Middle Class,6,2020,Yes,3974,7211,2,Yes,1,2494267
10000,3,No,Yes,1,Working Class,6,2012,Yes,6545,2563,1,No,1,2497970.05
10000,5,Yes,No,1,Exclusive,10,1990,Yes,6620,4784,0,Yes,1,2500352
10000,5,No,No,2,Middle Class,1,2003,Yes,4813,7765,1,No,1,2501910.9
10000,1,No,Yes,2,Middle Class,1,2006,No,3856,2412,1,Yes,2,2505281.2
10000,3,No,No,1,Middle Class,10,1994,No,1340,1899,1,Yes,2,2509959.05
10000,5,Yes,Yes,1,Exclusive,8,2003,No,5379,9647,1,No,2,2510548.9
10000,5,No,Yes,1,Exclusive,8,1997,Yes,6475,6702,1,Yes,1,2514141.05
10000,5,Yes,No,2,Middle Class,7,1997,Yes,4632,3724,1,Yes,1,2514927.55
10000,1,Yes,Yes,1,Exclusive,1,1995,Yes,8357,7306,1,Yes,1,2515390.1
10000,5,No,No,2,Working Class,2,2014,No,4152,9901,2,No,1,2517226.15
9803,3,Yes,Yes,1,Working Class,7,2018,Yes,4976,8539,2,Yes,1,2517440
9954,5,No,No,1,Exclusive,2,2011,No,2265,5296,2,Yes,1,2527744.55
9950,1,Yes,No,2,Middle Class,10,2012,Yes,3156,6914,0,No,1,2529764.9
9940,1,Yes,Yes,2,Upper Class,4,2014,Yes,5152,876,1,No,2,2530402.8
9972,5,Yes,No,1,Exclusive,5,2018,Yes,8502,5791,2,No,2,2531715.9
10001,4,Yes,No,1,Working Class,5,2015,No,1629,9289,2,No,2,2533681.3
10035,1,Yes,No,1,Middle Class,5,2005,No,440,8905,2,No,2,2535542.3
10048,4,No,No,1,Middle Class,3,1991,No,3960,4166,2,No,1,2535898.55
10031,3,Yes,No,1,Working Class,10,2004,No,3770,6933,1,No,1,2545549.45
9995,5,Yes,Yes,2,Exclusive,9,2017,No,9257,782,1,No,2,2545687.95
10028,3,Yes,No,2,Working Class,6,2012,No,7965,3749,0,No,2,2547143.5
10074,2,No,Yes,1,Middle Class,4,1999,Yes,228,5644,2,Yes,2,2548730.1
10051,1,Yes,No,1,Exclusive,4,1998,No,4642,5231,1,No,1,2551862.2
10069,4,No,No,1,Middle Class,8,1990,Yes,6982,4654,2,Yes,1,2553295.4
10040,5,Yes,Yes,1,Exclusive,3,1994,Yes,6306,9604,1,No,2,2557001.9
10047,3,Yes,Yes,2,Working Class,10,2021,No,8671,4731,2,Yes,1,2559973.8
10092,4,No,No,2,Working Class,2,1992,Yes,1367,7462,1,Yes,2,2560291
10134,5,No,No,2,Working Class,6,2013,No,3751,4960,2,No,1,2561821.5
10082,1,Yes,No,1,Working Class,8,2008,Yes,7953,6289,1,Yes,1,2562590.55
10168,2,No,No,1,Working Class,10,2020,No,3695,2162,2,Yes,1,2565330.05
10109,1,No,No,2,Middle Class,7,1990,Yes,8202,590,2,No,2,2566560.55
10037,3,Yes,Yes,1,Exclusive,5,1992,Yes,9027,776,1,Yes,1,2567094.4
10118,4,Yes,Yes,1,Upper Class,4,2011,Yes,1491,790,1,No,2,2568364.15
10141,4,Yes,No,1,Middle Class,3,1997,Yes,9916,9931,1,No,2,2576184.6
10128,3,Yes,Yes,1,Exclusive,3,1994,No,3329,9622,2,No,1,2576491.35
10175,1,No,No,2,Middle Class,3,2013,No,371,6316,2,No,2,2576786.45
10206,3,Yes,No,2,Middle Class,4,2007,No,6807,5748,1,Yes,2,2576945.7
10132,3,Yes,Yes,2,Exclusive,8,2016,Yes,9397,5224,2,No,1,2577022.9
10197,3,Yes,No,1,Middle Class,6,2010,No,661,3989,2,No,1,2583130.6
10250,1,No,No,1,Upper Class,8,2014,Yes,9105,6518,1,Yes,1,2588021.15
10271,3,No,No,1,Upper Class,2,2018,No,8561,1499,1,No,1,2588862.6
10252,3,No,Yes,1,Exclusive,3,2017,No,8455,1308,2,No,1,2589732.5
10288,5,No,Yes,1,Middle Class,9,2016,Yes,5733,9399,1,No,2,2591501.8
10212,5,Yes,Yes,1,Middle Class,8,2008,Yes,3333,9715,2,Yes,2,2600007.5
10320,3,No,No,1,Exclusive,9,2020,Yes,2433,3762,2,Yes,1,2601287.2
10298,1,Yes,Yes,1,Upper Class,9,2011,No,7284,5113,1,No,2,2603803.35
10320,3,Yes,No,1,Middle Class,2,2002,Yes,1545,2211,2,No,1,2608277.45
10379,3,No,No,1,Exclusive,5,1995,No,6609,1352,1,Yes,1,2610968.05
10310,5,Yes,No,1,Working Class,9,2016,No,6055,4822,1,Yes,2,2611836.55
10359,5,Yes,Yes,1,Upper Class,5,1990,Yes,9457,9123,2,No,1,2614413.45
10342,5,Yes,Yes,1,Middle Class,3,2006,No,4790,3600,1,No,1,2615563.25
10369,2,Yes,No,2,Upper Class,10,1999,No,9629,7874,1,No,2,2619735.8
10370,3,Yes,Yes,1,Working Class,4,2005,Yes,3456,2977,1,No,1,2626663.15
10460,3,Yes,No,2,Middle Class,6,2020,Yes,5902,1754,2,Yes,1,2635997.2
10380,1,Yes,Yes,1,Middle Class,5,2011,Yes,2333,792,1,No,1,2637279.3
10437,3,No,Yes,1,Middle Class,10,1999,Yes,4018,3432,0,Yes,1,2638154.15
10484,2,No,No,1,Upper Class,10,2016,Yes,3872,1255,2,Yes,2,2639134
10446,1,Yes,No,2,Upper Class,2,2008,No,9565,3108,2,No,2,2642374.3
10482,2,Yes,Yes,2,Middle Class,5,2000,No,6032,827,2,No,2,2643873.4
10478,2,Yes,Yes,1,Middle Class,5,2011,Yes,6112,7823,2,No,1,2646289.8
10483,3,Yes,Yes,1,Middle Class,10,2001,No,7733,9749,1,Yes,2,2652222.15
10450,1,Yes,Yes,1,Upper Class,8,2009,No,5418,7566,1,Yes,2,2657832.75
10496,2,No,Yes,1,Middle Class,4,2007,Yes,7069,4886,1,Yes,1,2667750.65
10500,5,No,Yes,1,Exclusive,1,2013,Yes,4170,5501,1,No,1,2671612.45
10503,5,No,Yes,1,Middle Class,3,1995,No,7455,7622,1,No,1,2671730.95
10562,2,Yes,No,1,Middle Class,7,2014,No,7767,1842,1,No,1,2673266.15
10540,4,Yes,Yes,1,Middle Class,1,1998,No,2045,7509,2,No,1,2674640.3
10559,1,Yes,No,1,Middle Class,9,2001,Yes,6513,7298,2,No,1,2675313.9
10590,4,No,No,1,Upper Class,2,2013,Yes,4524,4445,1,No,1,2675784.65
10572,2,Yes,No,1,Middle Class,5,2010,Yes,6109,5775,2,No,2,2676234.7
10526,2,Yes,No,2,Middle Class,8,1997,No,9534,5242,1,Yes,2,2682639.4
10564,5,No,Yes,1,Middle Class,9,1992,No,9081,654,2,No,1,2689648.5
10601,3,No,Yes,1,Working Class,7,2021,No,6574,836,2,Yes,1,2692631.75
10588,4,No,Yes,2,Upper Class,1,2015,Yes,2711,4822,0,Yes,2,2692734
10549,2,No,Yes,2,Middle Class,3,2005,No,774,8107,2,No,2,2694783.95
10606,4,No,Yes,1,Upper Class,9,1996,Yes,6543,1133,2,Yes,1,2695127.95
10638,2,No,No,1,Middle Class,4,2016,Yes,3142,3829,0,Yes,2,2696095.65
10586,2,Yes,Yes,1,Middle Class,10,1991,Yes,7139,503,1,Yes,1,2699712.55
10637,2,Yes,No,1,Upper Class,10,1997,Yes,9659,8439,2,No,2,2703167.15
10604,3,No,Yes,2,Middle Class,5,2002,No,7594,2726,1,Yes,1,2705620.9
10652,1,Yes,No,1,Upper Class,5,2016,No,9021,4823,0,No,1,2707810.25
10641,1,No,No,2,Exclusive,10,2021,Yes,5823,3156,1,Yes,1,2708432.8
10683,4,No,No,1,Working Class,6,2005,No,8178,5473,0,No,1,2709401.3
10648,4,No,No,3,Upper Class,10,2012,Yes,7528,8921,0,Yes,2,2711411.5
10683,2,Yes,No,1,Working Class,5,2004,No,5487,6408,2,No,2,2711597.5
10697,1,No,No,1,Exclusive,8,2009,Yes,1114,4627,1,Yes,2,2713335.65
10697,1,Yes,Yes,1,Exclusive,7,2020,No,2175,7806,1,Yes,1,2713384.55
10714,3,No,Yes,1,Middle Class,6,1996,Yes,2598,1190,2,Yes,2,2716968.1
10714,4,No,Yes,2,Exclusive,7,2000,No,3618,6582,2,Yes,1,2721523.25
10719,4,No,Yes,1,Exclusive,2,2018,Yes,9253,3133,0,No,2,2724042.3
10708,5,No,Yes,1,Middle Class,6,1998,Yes,9347,118,1,No,2,2726139.75
10727,2,No,No,1,Working Class,7,1995,Yes,8648,7338,2,No,2,2726591.3
10727,2,Yes,No,1,Middle Class,9,2012,Yes,4362,6850,1,No,1,2726921.15
10785,1,No,No,2,Working Class,9,2008,No,9433,4180,1,No,1,2727791.95
10676,4,No,Yes,1,Middle Class,7,1993,Yes,5735,585,2,Yes,1,2729051.55
10745,5,Yes,No,1,Exclusive,4,1995,Yes,8212,4181,1,No,2,2729420.1
10737,1,Yes,Yes,2,Middle Class,1,1996,Yes,5050,6583,1,Yes,1,2736303.85
10784,3,Yes,No,1,Exclusive,6,1990,Yes,8039,4258,2,Yes,1,2738809.3
10751,1,Yes,Yes,2,Middle Class,6,1998,No,4281,4573,1,Yes,2,2741046.5
10749,4,Yes,Yes,2,Working Class,7,2000,No,4757,6098,2,Yes,2,2742539.3
10781,2,Yes,No,1,Exclusive,9,2020,Yes,1309,1688,1,No,1,2747297.35
10802,2,No,Yes,1,Middle Class,6,2018,No,8297,2765,2,Yes,1,2749928.2
10821,4,No,Yes,1,Middle Class,2,1998,No,2933,6153,0,No,2,2751255.1
10798,2,Yes,No,2,Working Class,9,1993,No,5879,3505,2,No,2,2751415.3
10838,5,No,No,2,Working Class,4,2011,No,5863,4569,1,Yes,2,2754932.75
10817,5,No,Yes,1,Middle Class,9,2000,Yes,2414,2166,2,No,2,2756382.9
10841,5,Yes,No,1,Exclusive,6,2019,Yes,4556,3040,2,No,2,2761296.95
10872,4,No,No,1,Middle Class,4,2001,Yes,3405,4377,1,No,1,2763413.35
10876,4,No,No,1,Middle Class,8,1990,Yes,7227,4495,0,No,2,2764726.85
10830,2,No,Yes,2,Middle Class,8,2006,Yes,5829,9328,1,No,1,2767875.2
10932,2,No,No,1,Working Class,8,2007,No,5345,1030,1,Yes,2,2770294.65
10851,1,No,Yes,1,Working Class,4,1999,Yes,6671,6963,1,No,1,2773809.55
10854,3,Yes,Yes,1,Working Class,8,1993,Yes,2726,9507,2,No,2,2779865.55
